sistema,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ecobici,401,San Lorenzo,Avenida Cuauhtémoc,Santa Cruz Atoyac,Benito Juárez,19.372101,-99.161501,Arroyo,Instalada
Ecobici,402,Uxmal,Municipio Libre,Santa Cruz Atoyac,Benito Juárez,19.370957,-99.158886,Arroyo,Instalada
Ecobici,404,Miguel Laurent,Avenida División del Norte,Portales Norte,Benito Juárez,19.373833,-99.157433,Arroyo,Instalada
Ecobici,405,División del Norte,Municipio Libre,Portales Norte,Benito Juárez,19.3705556,-99.15666667,Banqueta,Instalada
Ecobici,407,Prolongación Xochicalco,General Emiliano Zapata,Residencial Emperadores,Benito Juárez,19.367209,-99.15872,Arroyo,Instalada
Ecobici,409,Azores,División del Norte,Santa Cruz Atoyac,Benito Juárez,19.365125,-99.155477,Arroyo,Instalada
Ecobici,412,Parroquia,Avenida Universidad,Santa Cruz Atoyac,Benito Juárez,19.368107,-99.164376,Arroyo,Instalada
Ecobici,413,Parroquia,Avenida Coyoacán,Centro Urbano Presidente Aleman,Benito Juárez,19.369823,-99.172164,Arroyo,Instalada
Ecobici,414,Parroquia,José Ignacio Bartolache,Del Valle Sur,Benito Juárez,19.370221,-99.173862,Arroyo,Instalada
Ecobici,415,San Francisco,Parroquia,Actipan,Benito Juárez,19.37099,-99.176135,Arroyo,Instalada
Ecobici,416,Recreo,Parroquia,Del Valle Sur,Benito Juárez,19.371279,-99.177623,Arroyo,Instalada
Ecobici,417,Goya,Augusto Rodin,Insurgentes Mixcoac,Benito Juárez,19.373198,-99.184274,Arroyo,Instalada
Ecobici,419,Actipan,Cadiz,Insurgentes Mixcoac,Benito Juárez,19.370615,-99.181606,Arroyo,Instalada
Ecobici,420,María Luz Bringas,Oso,Actipan,Benito Juárez,19.369782,-99.179707,Arroyo,Instalada
Ecobici,421,María Luz Bringas,Oso,Actipan,Benito Juárez,19.36952,-99.179421,Arroyo,Instalada
Ecobici,422,Búfalo,José María Rico (Eje 8),Actipan,Benito Juárez,19.368403,-99.177472,Arroyo,Instalada
Ecobici,423,Moras,José María Rico (Eje 8),Acacias,Benito Juárez,19.367816,-99.175269,Arroyo,Instalada
Ecobici,424,Amores,José María Rico (Eje 8),Del Valle Sur,Benito Juárez,19.36715,-99.17055,Arroyo,Instalada
Ecobici,425,Nicolas San Juan,Avenida Universidad,Del Valle Sur,Benito Juárez,19.36704,-99.167387,Arroyo,Instalada
Ecobici,427,Avenida México-Coyoacén,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juárez,19.364912,-99.162968,Arroyo,Instalada
Ecobici,428,Prolongación Uxmal,Av. Popocatépetl (Eje 8),General Pedro María Anaya,Benito Juárez,19.363404,-99.160395,Arroyo,Instalada
Ecobici,429,Pirineos,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juárez,19.363049,-99.158436,Arroyo,Instalada
Ecobici,430,Tripoli,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juárez,19.36205,-99.154976,Arroyo,Instalada
Ecobici,432,Carrillo Puerto,Avenida México-Coyoacan,General Pedro María Anaya,Benito Juárez,19.361245,-99.16239,Arroyo,Instalada
Ecobici,433,Jose María Olloqui,Lopéz Cotilla,Del Valle Sur,Benito Juárez,19.363548,-99.170766,Arroyo,Instalada
Ecobici,434,Jose María Olloqui,Amores,Del Valle Sur,Benito Juárez,19.363741,-99.171268,Arroyo,Instalada
Ecobici,436,Rodríguez Saro,Búfalo,Actipan,Benito Juárez,19.36623,-99.177904,Arroyo,Instalada
Ecobici,437,Moras,Comunal,Acacias,Benito Juárez,19.364916,-99.175985,Arroyo,Instalada
Ecobici,438,Adolfo Prieto,José María Olloqui,Acacias,Benito Juárez,19.36473,-99.174447,Arroyo,Instalada
Ecobici,439,Amores,Avenida Coyoacán,Acacias,Benito Juárez,19.362037,-99.172683,Arroyo,Instalada
Ecobici,440,Avenida Universidad,Real de Mayorazgo,Xoco,Benito Juárez,19.361348,-99.170672,Arroyo,Pendiente
Ecobici,441,Puente Xoco,Real de Mayorazgo,Xoco,Benito Juárez,19.361213,-99.16752,Arroyo,Instalada
Ecobici,442,Real de Mayorazgo,Avenida México-Coyoacán,Xoco,Benito Juárez,19.359863,-99.165065,Arroyo,Instalada
Ecobici,443,Bruno Traven,Golondrinas,General Pedro María Anaya,Benito Juárez,19.359583,-99.162085,Arroyo,Instalada
Ecobici,444,General Manuel Rincón,Agustín Gutierrez,General Pedro María Anaya,Benito Juárez,19.359475,-99.159437,Arroyo,Instalada
Ecobici,447,Agustín Melgar,Zamora,Condesa,Cuauhtémoc,19.418879,-99.176854,Arroyo,Instalada
Ecobici,448,Dr Andrade,Arcos de Belén,Doctores,Cuauhtémoc,19.426611,-99.14447,Arroyo,Instalada
Ecobici,449,Acapulco,Puebla,Roma Norte,Cuauhtémoc,19.420281,-99.174392,Arroyo,Instalada
Ecobici,450,Ramos Arizpe,Av Méxito Tenochtitlan,Tabacalera,Cuauhtémoc,19.438228,-99.152269,Arroyo,Instalada
Ecobici,451,Campos Elíseos,Goldsmith,Polanco,Miguel Hidalgo,19.428847,-99.201299,Arroyo,Instalada
Ecobici,452,Leibnitz,Ejército Nacional,Anzures,Miguel Hidalgo,19.435867,-99.179856,Arroyo,Instalada
Ecobici,453,Pedregal,Teapa,Lomas de Chapultepec Sección IV/Lomas Virreyes,Miguel Hidalgo,19.424842,-99.203739,Arroyo,Instalada
Ecobici,454,Montes Urales,Monte Pelvoux,Lomas de Chapultepec Sección IV/Lomas Virreyes,Miguel Hidalgo,19.425905,-99.204236,Arroyo,Instalada
Ecobici,455,Pedregal,Ferrocarril de Cuernavaca,Molino del Rey,Miguel Hidalgo,19.426308,-99.2033,Arroyo,Instalada
Ecobici,456,Alpes,Montes Escandinavos,Lomas de Chapultepec Sección V,Miguel Hidalgo,19.427517,-99.208412,Arroyo,Instalada
Ecobici,457,Av. Prado Norte,Explanada,Lomas de Chapultepec Sección V,Miguel Hidalgo,19.42703,-99.212845,Arroyo,Instalada
Ecobici,458,Montes Urales,Volcán,Lomas de Chapultepec Sección III,Miguel Hidalgo,19.428679,-99.206605,Arroyo,Instalada
Ecobici,459,Volcán,Montes Urales,Lomas de Chapultepec Sección III,Miguel Hidalgo,19.429243,-99.207267,Arroyo,Instalada
Ecobici,460,Juan Vázquez de Mella,Homero,Polanco Sección I/ Los Morales,Miguel Hidalgo,19.437014,-99.207932,Arroyo,Instalada
Ecobici,461,Presa Don Martín,Boulevard Miguel de Cervantes Saavedra,Irrigación,Miguel Hidalgo,19.440106,-99.210031,Arroyo,Instalada
Ecobici,462,Presa Falcón,Presa Danxhó,Irrigación,Miguel Hidalgo,19.442338,-99.205198,Arroyo,Instalada
Ecobici,463,Lago Andrómaco,Lago Zurich,Ampliación Granada,Miguel Hidalgo,19.443228,-99.202492,Arroyo,Instalada
Ecobici,464,Mateo Alemán,Prolongación Moliere,Ampliación Granada,Miguel Hidalgo,19.442421,-99.199838,Arroyo,Instalada
Ecobici,465,Lago Ginebra,Lago Wetter,Cuauhtémoc Pensil,Miguel Hidalgo,19.445039,-99.194078,Arroyo,Instalada
Ecobici,466,Lago Onega,Lago Ladoga,Modelo Pensil,Miguel Hidalgo,19.44269,-99.19083,Arroyo,Instalada
Ecobici,467,Lago Mayor,Lago Alberto,Granada,Miguel Hidalgo,19.440399,-99.186784,Arroyo,Instalada
Ecobici,468,Lago Xochimilco,Av. Ejército Nacional,Anáhuac I Sección,Miguel Hidalgo,19.43726,-99.179624,Arroyo,Instalada
Ecobici,469,Bahía De La Concepción,Bahía de Todos Los Santos,Verónica Anzures,Miguel Hidalgo,19.434183,-99.173089,Arroyo,Instalada
Ecobici,470,Bahía de las Palmas,Bahía de Todos Los Santos,Verónica Anzures,Miguel Hidalgo,19.435039,-99.173879,Arroyo,Instalada
Ecobici,471,Bahía de Chachalacas,Bahía de Santa Bárbara,Verónica Anzures,Miguel Hidalgo,19.436287,-99.174888,Arroyo,Instalada
Ecobici,472,Bahía de Santa Bárbara,Bahía de Ballenas,Verónica Anzures,Miguel Hidalgo,19.437667,-99.17711,Arroyo,Instalada
Ecobici,473,Bahía del Espíritu Santo,Bahía de Banderas,Verónica Anzures,Miguel Hidalgo,19.438143,-99.17519,Arroyo,Instalada
Ecobici,474,Bahía de San Hipólito,Bahía del Espíritu Santo,Anáhuac I Sección,Miguel Hidalgo,19.438984,-99.177549,Arroyo,Instalada
Ecobici,475,Lago Muritz,Lago Alberto,Anáhuac I Sección,Miguel Hidalgo,19.439249,-99.181065,Arroyo,Instalada
Ecobici,476,Lago Como,Laguna de Mayran,Granada,Miguel Hidalgo,19.442127,-99.184433,Arroyo,Instalada
Ecobici,477,Lago Iseo,Laguna de Mayrán,Anáhuac I Sección,Miguel Hidalgo,19.440905,-99.181743,Arroyo,Instalada
Ecobici,478,Laguna de Mayrán,Lago Chalco,Anáhuac I Sección,Miguel Hidalgo,19.440818,-99.176961,Arroyo,Instalada
Ecobici,479,Lago Muritz,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.444433,-99.179664,Arroyo,Instalada
Ecobici,480,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.446073,-99.181654,Arroyo,Instalada
Ecobici,481,Lago Garda,Marano Escobedo,Popotla,Miguel Hidalgo,19.449367,-99.182461,Arroyo,Instalada
Ecobici,482,Lago Xochimilco,Laguna de San Cristobal,Anahuac,Miguel Hidalgo,19.444826,-99.178393,Arroyo,Instalada
Ecobici,483,Colegio Salesiano,Marina Nacional,Anahuac,Miguel Hidalgo,19.443092,-99.177612,Arroyo,Instalada
Ecobici,484,Laguna Mayran,Lago Cuitzeo,Anáhuac,Miguel Hidalgo,19.44046,-99.174564,Arroyo,Instalada
Ecobici,485,Lago de Patzcuaro,Marina Nacional,Anahuac,Miguel Hidalgo,19.438506,-99.172696,Arroyo,Instalada
Ecobici,486,Izcoatl,Circuito Interior Melchor Ocampo,Tlaxpana,Miguel Hidalgo,19.437334,-99.169573,Arroyo,Instalada
Ecobici,487,Atzayacatl,Quetzalcóatl,Tlaxpana,Miguel Hidalgo,19.439741,-99.168901,Arroyo,Instalada
Ecobici,488,Lago Tlahuac,Laguna de San Cristobal,Anahuac,Miguel Hidalgo,19.44435,-99.172714,Arroyo,Pendiente
Ecobici,489,Lago Chalco,LagunaTamiahua,Anahuac,Miguel Hidalgo,19.446449,-99.176028,Arroyo,Pendiente
Ecobici,490,Lago Garda,FFCC,Anahuac,Miguel Hidalgo,19.448935,-99.179295,Arroyo,Instalada
Ecobici,491,Colegio Salesiano,Lago Catemaco,Anahuac,Miguel Hidalgo,19.449405,-99.176635,Arroyo,Instalada
Ecobici,492,Lago Cuitzeo,Felipe Carrillo Puerto,Anahuac,Miguel Hidalgo,19.449125,-99.173442,Arroyo,Instalada
Ecobici,493,Lago Tlahuac,Laguna de Guzman,Anahuac,Miguel Hidalgo,19.445916,-99.170401,Arroyo,Instalada
Ecobici,494,Tlaloc,Calzada Mexico Tacuba,Tlaxpana,Miguel Hidalgo,19.444053,-99.167429,Arroyo,Instalada
Ecobici,495,Amado Nervo,Avenida de los Maestros,Agricultura,Miguel Hidalgo,19.445528,-99.166934,Arroyo,Instalada
Ecobici,496,Maestro Rural,Jose Parres,Un Hogar para Nosotros,Miguel Hidalgo,19.449039,-99.170246,Arroyo,Instalada
Ecobici,497,Manuel Carpio,Plan de Ayala,Santo Tomas,Miguel Hidalgo,19.452688,-99.170157,Arroyo,Instalada
Ecobici,498,Avenida de los Maestros,Plan de Agua Prieta,Plutarco Elias Calles,Miguel Hidalgo,19.453197,-99.16645,Arroyo,Instalada
Ecobici,499,Avenida de los Maestros,Calzada de los Gallos,Agricultura,Miguel Hidalgo,19.455986,-99.165966,Arroyo,Instalada
Ecobici,500,F.C. de Cuernavaca,Juan Sarabia,Plutarco Elías Calles,Miguel Hidalgo,19.456546,-99.169344,Arroyo,Instalada
Ecobici,501,Plan de Guadalupe /Ferrocarril de Cuernavaca,Eligio Ancona,Nextitla,Miguel Hidalgo,19.454257,-99.172593,Arroyo,Instalada
Ecobici,502,Mar Mediterraneo,Callejon de la Zanja,Popotla,Miguel Hidalgo,19.453432,-99.174636,Arroyo,Instalada
Ecobici,503,Nextitla,Mar Egeo,Nextitla,Miguel Hidalgo,19.455531,-99.175222,Arroyo,Instalada
Ecobici,504,Mar Blanco,Calzada Mexico Tacuba,Popotla,Miguel Hidalgo,19.455343,-99.179056,Arroyo,Instalada
Ecobici,505,Mar Mediterraneo,Mar Hudson,Popotla,Miguel Hidalgo,19.458219,-99.181189,Arroyo,Pendiente
Ecobici,506,Mar Mediterraneo,Mar Arabigo,Tacuba,Miguel Hidalgo,19.459553,-99.185111,Arroyo,Instalada
Ecobici,507,Mar Mediterraneo,Avenida Azcapotzalco,Tacuba,Miguel Hidalgo,19.460292,-99.188303,Arroyo,Instalada
Ecobici,508,Jose Sanchez Trujillo,Libertad,San Alvaro,Azcapotzalco,19.461968,-99.18374,Arroyo,Pendiente
Ecobici,509,Itaca,Avenida Cuitláhuac,San Alvaro,Azcapotzalco,19.459739,-99.178642,Arroyo,Pendiente
Ecobici,510,Egipto,Calle Norte 79 A,Claveria,Azcapotzalco,19.462152,-99.178291,Arroyo,Instalada
Ecobici,511,Irapuato,Egipto,Claveria,Azcapotzalco,19.463422,-99.181721,Arroyo,Pendiente
Ecobici,512,Avenida Claveria,Floresta,Claveria,Azcapotzalco,19.465636,-99.186342,Arroyo,Instalada
Ecobici,513,Cairo,Nilo,Claveria,Azcapotzalco,19.467321,-99.185425,Arroyo,Pendiente
Ecobici,514,Jose F. Gutierrez,Avenida Invierno,Angel Zimbron,Azcapotzalco,19.470485,-99.188509,Arroyo,Instalada
Ecobici,515,Tebas,Heliopolis,Claveria,Azcapotzalco,19.468889,-99.184051,Arroyo,Pendiente
Ecobici,516,Texcoco,Nilo,Claveria,Azcapotzalco,19.46669,-99.180302,Arroyo,Instalada
Ecobici,517,Ignacio Allende,Avenida Claveria,Claveria,Azcapotzalco,19.465377,-99.179197,Arroyo,Instalada
Ecobici,518,Avenida Heliopolis,Norte 79A,Claveria,Azcapotzalco,19.468315,-99.177386,Arroyo,Instalada
Ecobici,519,Poniente 58,Avenida Cuitlahuac,Obrero Popular,Azcapotzalco,19.464891,-99.177242,Arroyo,Instalada
Ecobici,520,Norte 77,Poniente 62,Obrero Popular,Azcapotzalco,19.467091,-99.176339,Arroyo,Pendiente
Ecobici,521,Yuca,Clavelinas,Nueva Santa Maria,Azcapotzalco,19.466423,-99.173061,Arroyo,Instalada
Ecobici,522,Piñon,Avenida Cuitlahuac,Nueva Santa Maria,Azcapotzalco,19.469792,-99.170447,Arroyo,Pendiente
Ecobici,523,Muitle,Avenida Cuitlahuac,Victoria de las Democracias,Azcapotzalco,19.471106,-99.165953,Arroyo,Pendiente
Ecobici,524,Malvon,Guanabana,Hogar y Seguridad,Azcapotzalco,19.468246,-99.168165,Arroyo,Pendiente
Ecobici,525,Boldo,Tila,Hogar y Seguridad,Azcapotzalco,19.468293,-99.16557,Arroyo,Instalada
Ecobici,526,Toronjil,Mejorana,Ignacio Allende,Azcapotzalco,19.466937,-99.162948,Arroyo,Pendiente
Ecobici,527,Boldo,Alcanfores,Nueva Santa Maria,Azcapotzalco,19.464826,-99.163177,Arroyo,Instalada
Ecobici,528,Clavelinas,Avenida de los Maestros,Nueva Santa Maria,Azcapotzalco,19.464721,-99.16523,Arroyo,Pendiente
Ecobici,529,Avenida Plan de San Luis,Clavelinas,Nueva Santa Maria,Azcapotzalco,19.465552,-99.166851,Arroyo,Pendiente
Ecobici,530,Clavelinas,Nueces,Nueva Santa Maria,Azcapotzalco,19.465456,-99.169681,Arroyo,Pendiente
Ecobici,531,Norte 67,Poniente 44,San Salvador Xochimanca,Azcapotzalco,19.460356,-99.174283,Arroyo,Instalada
Ecobici,532,Biologo Maximino Martinez,Calzada Cmarones,San Salvador Xochimanca,Azcapotzalco,19.460911,-99.1714,Arroyo,Pendiente
Ecobici,533,Guanabana,Artemisa,Nueva Santa Maria,Azcapotzalco,19.462554,-99.168749,Arroyo,Pendiente
Ecobici,534,Avenida de los Maestros,Eje 2 Norte Eulalia Guzman,Nueva Santa Maria,Azcapotzalco,19.459445,-99.165747,Arroyo,Pendiente
Ecobici,535,Avenida Jardin,Artemisa,Tlatilco,Azcapotzalco,19.46054,-99.162971,Arroyo,Pendiente
Ecobici,536,Fresno,Eulalia Guzman (Eje 2 Norte),Atlampa,Cuauhtémoc,19.458881,-99.159215,Arroyo,Instalada
Ecobici,537,Fresno,Clavel,Atlampa,Cuauhtémoc,19.457594,-99.159455,Arroyo,Instalada
Ecobici,538,Eligio Ancona,Avenida Tecnico Industrial Circuito,Santa Maria la Ribera,Cuauhtémoc,19.453663,-99.163756,Arroyo,Instalada
Ecobici,539,Naranjo,Avenida Ricardo Flores Magón,Atlampa,Cuauhtémoc,19.455189,-99.157644,Arroyo,Instalada
Ecobici,540,Eucalipto,Ricardo Flores Magon,Santa Maria la Ribera,Cuauhtémoc,19.453975,-99.152525,Arroyo,Instalada
Ecobici,541,Eligio Ancona,Naranjo,Santa Maria la Ribera,Cuauhtémoc,19.45272,-99.158014,Arroyo,Instalada
Ecobici,542,Dr. Enrique Gozalez Martinez,Eligio Ancona,Santa Maria la Ribera,Cuauhtémoc,19.451838,-99.154584,Arroyo,Instalada
Ecobici,543,Jaime Torres Bodet,Manuel Carpio,Santa Maria la Ribera,Cuauhtémoc,19.450506,-99.157375,Arroyo,Instalada
Ecobici,544,Salvador Diaz Miron,Nogal,Santa Maria la Ribera,Cuauhtémoc,19.449773,-99.163136,Arroyo,Instalada
Ecobici,545,Sabino,Salvador Diaz Miron,Santa Maria la Ribera,Cuauhtémoc,19.449104,-99.159931,Arroyo,Instalada
Ecobici,546,Salvador Diaz Miron,Santa Maria la Ribera,Santa Maria la Ribera,Cuauhtémoc,19.448764,-99.156817,Arroyo,Instalada
Ecobici,547,Salvador Diaz Miron,Avenida Insurgentes Norte,Santa Maria la Ribera,Cuauhtémoc,19.448164,-99.153322,Arroyo,Pendiente
Ecobici,548,Dr. Mariano Azuela,José Antonio Alzate,Santa Maria la Ribera,Cuauhtémoc,19.44701,-99.154318,Arroyo,Instalada
Ecobici,549,Sor Juana Ines de la Cruz,Dr. Atl,Santa Maria la Ribera,Cuauhtémoc,19.4450444,-99.15713333,Arroyo,Instalada
Ecobici,550,Sor Juana Ines de la Cruz,Fresno,Santa Maria la Ribera,Cuauhtémoc,19.4459583,-99.16137222,Arroyo,Instalada
Ecobici,551,Nogal,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.4435806,-99.16488333,Arroyo,Instalada
Ecobici,552,Fresno,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.44310811,-99.16245373,Arroyo,Instalada
Ecobici,553,Jaime Torres Bodet,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.442,-99.15933333,Arroyo,Instalada
Ecobici,554,Heroes Ferrocarrileros,Mariano Azuela,Santa Maria la Ribera,Cuauhtémoc,19.44174727,-99.15563897,Arroyo,Instalada
Ecobici,555,Ribera de San Cosme,Insurgentes Cento,Santa Maria la Ribera,Cuauhtémoc,19.44021597,-99.15616778,Banqueta,Instalada
Ecobici,556,Plaza Tlaxcoaque,Diagonal 20 de noviembre,Centro,Cuauhtémoc,19.423056,-99.134941,Arroyo,Instalada
Ecobici,557,5 de Febrero,Fernando de Alva Ixtlilxochitl,Obrera,Cuauhtémoc,19.41981,-99.135941,Arroyo,Instalada
Ecobici,558,Chimalpopoca,Bolivar,Centro,Cuauhtémoc,19.4223,-99.139872,Arroyo,Pendiente
Ecobici,559,Fernando de Alva Ixtlilxochitl,Diagonal 20 de noviembre,Obrera,Cuauhtémoc,19.420029,-99.140999,Arroyo,Instalada
Ecobici,560,Doctor Liceaga,Eje Central,Doctores,Cuauhtémoc,19.421599,-99.143408,Arroyo,Instalada
Ecobici,561,Dr. Jimenez,Dr. Lavista,Doctores,Cuauhtémoc,19.423673,-99.147957,Arroyo,Instalada
Ecobici,562,Claudio Bernard,Jose Maria Vertiz,Doctores,Cuauhtémoc,19.42037,-99.146818,Arroyo,Instalada
Ecobici,563,Doctor Velasco,Niños Heroes,Doctores,Cuauhtémoc,19.419444,-99.149776,Arroyo,Instalada
Ecobici,564,Doctor Carmona y Valle,Doctor Velasco,Doctores,Cuauhtémoc,19.419509,-99.153227,Arroyo,Instalada
Ecobici,565,Doctor Martinez del Rio,Doctor Lucio,Doctores,Cuauhtémoc,19.417688,-99.1527,Arroyo,Pendiente
Ecobici,566,Doctor Jimenez,Doctor Garcia Diego,Doctores,Cuauhtémoc,19.416209,-99.149471,Arroyo,Pendiente
Ecobici,567,Doctor Martinez del Rio,Doctor Jose Terres,Doctores,Cuauhtémoc,19.417133,-99.145649,Arroyo,Instalada
Ecobici,568,Doctor Barragan,Doctor Erazo,Doctores,Cuauhtémoc,19.418013,-99.144598,Arroyo,Instalada
Ecobici,569,Gutierrez Najera,Bolivar,Obrera,Cuauhtémoc,19.415713,-99.141227,Arroyo,Instalada
Ecobici,570,Alfredo Chavero,Bolivar,Obrera,Cuauhtémoc,19.417553,-99.140476,Arroyo,Pendiente
Ecobici,571,Manuel M. Flores,Calzada San Antonio Abad,Obrera,Cuauhtémoc,19.416221,-99.134909,Arroyo,Instalada
Ecobici,572,Manuel J. Othon,5 de Febrero,Obrera,Cuauhtémoc,19.414595,-99.135886,Arroyo,Instalada
Ecobici,573,Fernando Ramirez,Isabel la Catolica,Obrera,Cuauhtémoc,19.412853,-99.138723,Arroyo,Instalada
Ecobici,574,Jose Maria Roa Barcenas,Bolivar,Obrera,Cuauhtémoc,19.411751,-99.141722,Arroyo,Pendiente
Ecobici,575,Fernando Ramirez,Eje Central,Obrera,Cuauhtémoc,19.413235,-99.143476,Arroyo,Instalada
Ecobici,576,Doctor Arce,Jose Maria Vertiz,Doctores,Cuauhtémoc,19.413469,-99.14825,Arroyo,Pendiente
Ecobici,577,Doctor Marquez,Doctor Jimenez,Doctores,Cuauhtémoc,19.411609,-99.15314,Arroyo,Instalada
Ecobici,578,Doctor Jimenez,Doctor Federico Gomez Santos,Doctores,Cuauhtémoc,19.408649,-99.151126,Arroyo,Instalada
