,address,districtName,id,location,name,nearbyStations,lat,lon
220,444 - General Manuel Rincón-Agustín Gutierrez,General Pedro Maria Anaya,444,"{'lat': 19.359384, 'lon': -99.159425}",444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ,"[431, 432, 443]",19.359384,-99.159425
221,445 - Riff-Avenida Rio Churubusco,General Pedro Maria Anaya,445,"{'lat': 19.35827, 'lon': -99.156105}",445 RIFF-AVENIDA RIO CHURUBUSCO,"[431, 444, 446]",19.35827,-99.156105
222,446 - Riff-Avenida Rio Churubusco,General Pedro Maria Anaya,446,"{'lat': 19.3591196, 'lon': -99.1561282}",446 RIFF-AVENIDA RIO CHURUBUSCO,"[431, 444, 445]",19.3591196,-99.1561282
223,242 - Miguel de Cervantes Saavedra-Pról. Moliere,Granada,242,"{'lat': 19.440344, 'lon': -99.20105}",242 MIGUEL DE CERVANTES SAAVEDRA-PROL MOLIERE ,"[198, 199, 243]",19.440344,-99.20105
224,244 - Miguel de Cervantes Saavedra-Lago Victoria,Granada,244,"{'lat': 19.440885, 'lon': -99.193315}",244 MIGUEL DE CERVANTES SAAVEDRA-LAGO VICTORIA ,"[196, 243, 245]",19.440885,-99.193315
225,245 - Lago Onega-Av. Ejército Nacional,Granada,245,"{'lat': 19.438165, 'lon': -99.190368}",245 LAGO ONEGA-AV. EJERCITO NACIONAL ,"[196, 200, 201]",19.438165,-99.190368
226,177 - BENJAMIN HILL-CARLOS ZETINA,Hipódromo Condesa,177,"{'lat': 19.408841, 'lon': -99.181692}",177 BENJAMIN HILL-CARLOS ZETINA,"[176, 178, 190]",19.408841,-99.181692
227,178 - Tamaulipas-Francisco Murguía,Hipódromo Condesa,178,"{'lat': 19.406833, 'lon': -99.180457}",178 TAMAULIPAS-FRANCISCO MURGUÍA,"[166, 167, 177]",19.406833,-99.180457
228,073 - Campeche - Tamaulipas,Hipódromo Condesa,73,"{'lat': 19.410245, 'lon': -99.175612}",73 CAMPECHE-TAMAULIPAS,"[67, 68, 75]",19.410245,-99.175612
229,075 - Alfonso Reyes - Atlixco,Hipódromo Condesa,75,"{'lat': 19.408722, 'lon': -99.17669}",75 ALFONSO REYES-ATLIXCO,"[73, 77, 78]",19.408722,-99.17669
230,076 - Amsterdam - Chilpancingo,Hipódromo,76,"{'lat': 19.409439, 'lon': -99.170462}",76 AMSTERDAM-CHILPANCINGO,[74],19.409439,-99.170462
231,077 - Choapan - Tamaulipas,Hipódromo,77,"{'lat': 19.406765, 'lon': -99.178321}",77 CHOAPAN-TAMAULIPAS,"[78, 82]",19.406765,-99.178321
232,078 - Benjamín Hill - Tamaulipas,Hipódromo,78,"{'lat': 19.407503, 'lon': -99.177382}",78 BENJAMIN HILL-TAMAULIPAS,"[77, 82]",19.407503,-99.177382
233,079 - Saltillo - Alfonso Reyes,Hipódromo,79,"{'lat': 19.407534, 'lon': -99.174427}",79 SALTILLO-ALFONSO REYES,"[75, 80, 83]",19.407534,-99.174427
234,080 - Nuevo León - Aguascalientes,Hipódromo,80,"{'lat': 19.407307, 'lon': -99.172118}",80 NUEVO LEON-AGUASCALIENTES,"[79, 83, 84]",19.407307,-99.172118
235,081 - Aguascalientes - Insurgentes,Hipódromo,81,"{'lat': 19.408006, 'lon': -99.168475}",81 AGUASCALIENTES-INSURGENTES,"[76, 84]",19.408006,-99.168475
236,061 - Avenida México - Sonora,Hipódromo,61,"{'lat': 19.413742, 'lon': -99.169525}",61 AVENIDA MEXICO-SONORA,[63],19.413742,-99.169525
237,069 - Michoacán - Amsterdam,Hipódromo,69,"{'lat': 19.410733, 'lon': -99.168111}",69 MICHOACAN-AMSTERDAM,"[76, 77]",19.410733,-99.168111
238,059 - Popocatépetl - Amsterdam,Hipódromo,59,"{'lat': 19.415121, 'lon': -99.166661}",59 POPOCATEPETL-AMSTERDAM,"[55, 56, 61]",19.415121,-99.166661
239,083 - Nuevo León - Alfonso Reyes,Hipódromo,83,"{'lat': 19.406296, 'lon': -99.172117}",83 NUEVO LEON-ALFONSO REYES,"[79, 80]",19.406296,-99.172117
240,084 - Chilpancingo - Tlaxcala,Hipódromo,84,"{'lat': 19.40702, 'lon': -99.169587}",84 CHILPANCINGO-TLAXCALA,"[81, 83]",19.40702,-99.169587
241,071 - Amsterdam - Michoacan,Hipódromo,71,"{'lat': 19.411423, 'lon': -99.171351}",71 AMSTERDAM-MICHOACAN,"[74, 76]",19.411423,-99.171351
242,064 - Sonora - Amsterdam,Hipódromo,64,"{'lat': 19.412877, 'lon': -99.166986}",64 SONORA-AMSTERDAM,"[61, 69]",19.412877,-99.166986
243,179 - Nuevo León-Quintana Roo,Hipódromo,179,"{'lat': 19.404452, 'lon': -99.171438}",179 NUEVO LEÓN-QUINTANA ROO,"[154, 180, 182]",19.404452,-99.171438
244,180 - Quintana Roo-Villa Hermosa,Hipódromo,180,"{'lat': 19.404554, 'lon': -99.169953}",180 QUINTANA ROO-VILLA HERMOSA,"[154, 179, 182]",19.404554,-99.169953
245,182 - PROGRESO-ASTRONOMOS,Hipódromo,182,"{'lat': 19.402089, 'lon': -99.17139}",182 PROGRESO-ASTRONOMOS,"[175, 179]",19.402089,-99.17139
246,417 - Goya-Augusto Rodín,Insurgentes Mixcoac,417,"{'lat': 19.373262, 'lon': -99.184333}",417 GOYA-AUGUSTO RODÍN,"[384, 385, 386]",19.373262,-99.184333
247,418 - Galicia-Actipan,Insurgentes Mixcoac,418,"{'lat': 19.371152, 'lon': -99.183034}",418 GALICIA-ACTIPAN,"[388, 417, 419]",19.371152,-99.183034
248,419 - Actipan-Cadiz,Insurgentes Mixcoac,419,"{'lat': 19.370606, 'lon': -99.181502}",419 ACTIPAN-CADIZ,"[418, 420, 421]",19.370606,-99.181502
249,384 - Empresa-Poussin,Insurgentes Mixcoac,384,"{'lat': 19.375873, 'lon': -99.185583}",384 EMPRESA-POUSSIN,"[385, 386, 417]",19.375873,-99.185583
250,385 - Poussin-Empresa,Insurgentes Mixcoac,385,"{'lat': 19.375651, 'lon': -99.18558}",385 POUSSIN-EMPRESA,"[384, 386, 417]",19.375651,-99.18558
251,386 - Poussin-Donatello,Insurgentes Mixcoac,386,"{'lat': 19.37484, 'lon': -99.185846}",386 POUSSIN-DONATELLO,"[384, 385, 417]",19.37484,-99.185846
252,387 - Cadiz-Empresa,Insurgentes Mixcoac,387,"{'lat': 19.37455556, 'lon': -99.180505555556}",387 CADIZ-EMPRESA,"[381, 382, 383]",19.37455556,-99.180505555556
253,388 - Valencia-Malaga,Insurgentes Mixcoac,388,"{'lat': 19.373038, 'lon': -99.181355}",388 VALENCIA-MALAGA,"[387, 389, 390]",19.373038,-99.181355
254,389 - Santander-Felix Cuevas,Insurgentes Mixcoac,389,"{'lat': 19.373528, 'lon': -99.179356}",389 SANTANDER-FELIX CUEVAS,"[388, 390, 391]",19.373528,-99.179356
255,345 - Miraflores-Patricio Sanz,Insurgentes San Borja,345,"{'lat': 19.384498, 'lon': -99.172223}",345 MIRAFLORES-PATRICIO SANZ,"[334, 335, 346]",19.384498,-99.172223
256,346 - San Francisco-Santa Margarita,Insurgentes San Borja,346,"{'lat': 19.385019, 'lon': -99.174077}",346 SAN FRANCISCO-SANTA MARGARITA,"[334, 335, 345]",19.385019,-99.174077
257,355 - California-Sacramento,Insurgentes San Borja,355,"{'lat': 19.38205, 'lon': -99.173291}",355 CALIFORNIA-SACRAMENTO,"[345, 361]",19.38205,-99.173291
258,447 AGUSTÍN MELGAR-ZAMORA,Juárez,447,"{'lat': 19.418858, 'lon': -99.176776}",447 AGUSTÍN MELGAR-ZAMORA,[447],19.418858,-99.176776
259,449 ACAPULCO-PUEBLA,Juárez,449,"{'lat': 19.42018, 'lon': -99.174393}",449 ACAPULCO-PUEBLA,[449],19.42018,-99.174393
260,113 - General Prim-Versalles,Juárez,113,"{'lat': 19.430369, 'lon': -99.154419}",113 GENERAL PRIM-VERSALLES,"[114, 116, 119]",19.430369,-99.154419
261,114 - Lucerna-Abraham González,Juárez,114,"{'lat': 19.428989, 'lon': -99.153618}",114 LUCERNA-ABRAHAM GONZALEZ ,"[113, 116, 119]",19.428989,-99.153618
262,115 - Roma-Dinamarca,Juárez,115,"{'lat': 19.429947, 'lon': -99.159698}",115 ROMA-DINAMARCA ,"[116, 117, 118]",19.429947,-99.159698
263,116 - Londres-Roma,Juárez,116,"{'lat': 19.428985, 'lon': -99.15664}",116 LONDRES-ROMA,"[118, 199]",19.428985,-99.15664
264,117 - Londres-Napoles,Juárez,117,"{'lat': 19.427132, 'lon': -99.160369}",117 LONDRES-NAPOLES ,"[116, 118, 120]",19.427132,-99.160369
265,118 - Liverpool-Dinamarca,Juárez,118,"{'lat': 19.427114, 'lon': -99.158251}",118 LIVERPOOL-DINAMARCA,"[116, 117, 120]",19.427114,-99.158251
266,119 - Turín-Abraham González,Juárez,119,"{'lat': 19.42679, 'lon': -99.15554}",119 TURÍN-ABRAHAM GONZÁLEZ,"[114, 118]",19.42679,-99.15554
267,120 - Marsella-Nápoles,Juárez,120,"{'lat': 19.425437, 'lon': -99.159458}",120 MARSELLA-NAPOLES,"[117, 118, 121]",19.425437,-99.159458
268,121 - Niza-Chapultepec,Juárez,121,"{'lat': 19.424137, 'lon': -99.161317}",121 NIZA-CHAPULTEPEC,"[117, 120]",19.424137,-99.161317
269,030 - Hamburgo - Genova,Juárez,30,"{'lat': 19.426442, 'lon': -99.164323}",30 HAMBURGO-GENOVA,"[26, 34, 35]",19.426442,-99.164323
270,031 - Hamburgo - Insurgentes,Juárez,31,"{'lat': 19.427838, 'lon': -99.161193}",31 HAMBURGO-INSURGENTES,"[19, 27, 30]",19.427838,-99.161193
271,032 - Londres - Sevilla,Juárez,32,"{'lat': 19.422705, 'lon': -99.169922}",32 LONDRES-SEVILLA,"[22, 38, 39]",19.422705,-99.169922
272,033 - Londres - Florencia,Juárez,33,"{'lat': 19.424234, 'lon': -99.166431}",33 LONDRES-FLORENCIA,"[29, 39, 40]",19.424234,-99.166431
273,034 - Liverpool - Genova,Juárez,34,"{'lat': 19.424539, 'lon': -99.163503}",34 LIVERPOOL-GENOVA,"[30, 33, 35]",19.424539,-99.163503
274,035 - Liverpool - Genova,Juárez,35,"{'lat': 19.424572, 'lon': -99.163123}",35 LIVERPOOL-GENOVA,"[30, 34, 40]",19.424572,-99.163123
275,022 - Reforma - Manchester,Juárez,22,"{'lat': 19.424375, 'lon': -99.172575}",22 REFORMA-MANCHESTER,"[14, 15, 23, 28]",19.424375,-99.172575
276,023 - Reforma - Praga,Juárez,23,"{'lat': 19.425483, 'lon': -99.170414}",23 REFORMA-PRAGA,"[15, 16, 22]",19.425483,-99.170414
277,024 - Reforma- Varsovia,Juárez,24,"{'lat': 19.426102, 'lon': -99.168992}",24 REFORMA-VARSOVIA,"[16, 23]",19.426102,-99.168992
278,025 - Reforma - Estocolmo,Juárez,25,"{'lat': 19.426944, 'lon': -99.166946}",25 REFORMA-ESTOCOLMO,"[17, 18]",19.426944,-99.166946
279,026 - Reforma - Versalles,Juárez,26,"{'lat': 19.432685, 'lon': -99.154726}",26 REFORMA-VERSALLES,[10],19.432685,-99.154726
280,027 - Reforma- Havre,Juárez,27,"{'lat': 19.429115, 'lon': -99.162614}",27 REFORMA-HAVRE,"[19, 26, 31]",19.429115,-99.162614
281,028 - Toledo- Tokio,Juárez,28,"{'lat': 19.423542, 'lon': -99.172494}",28 TOLEDO-TOKIO,"[14, 21, 22]",19.423542,-99.172494
282,404 - Miguel Laurent-Avenida División Del Norte,Letran Valle,404,"{'lat': 19.373813, 'lon': -99.157387}",404 MIGUEL LAURENT-AVENIDA DIVISIÓN DEL NORTE,"[402, 403, 405]",19.373813,-99.157387
283,375 - Tenayuca-División Del Norte,Letran Valle,375,"{'lat': 19.376865, 'lon': -99.158818}",375 TENAYUCA-DIVISIÓN DEL NORTE,"[359, 374, 376]",19.376865,-99.158818
284,376 - Pitágoras-Av. Universidad,Letran Valle,376,"{'lat': 19.375442, 'lon': -99.161595}",376 PITÁGORAS-AV. UNIVERSIDAD,"[374, 375, 377]",19.375442,-99.161595
285,333 - Georgia -Carolina,Nápoles,333,"{'lat': 19.387624, 'lon': -99.180978}",333 GEORGIA -CAROLINA,"[330, 332, 349]",19.387624,-99.180978
286,284 - Dakota-Vermont,Nápoles,284,"{'lat': 19.397693, 'lon': -99.172981}",284 DAKOTA-VERMONT,"[289, 290, 291]",19.397693,-99.172981
287,303 - Montesito-Av. Insurgentes,Nápoles,303,"{'lat': 19.394842, 'lon': -99.173025}",303 MONTESITO-AV. INSURGENTES,"[301, 302, 304]",19.394842,-99.173025
288,304 - Montesito-Dakota,Nápoles,304,"{'lat': 19.395043, 'lon': -99.173821}",304 MONTESITO-DAKOTA,"[290, 303, 305]",19.395043,-99.173821
289,309 - Pennsylvania-Arizona,Nápoles,309,"{'lat': 19.393162, 'lon': -99.17956}",309 PENNSYLVANIA-ARIZONA,"[308, 310, 313]",19.393162,-99.17956
290,306 - Dakota-Filadelfia,Nápoles,306,"{'lat': 19.393699, 'lon': -99.175664}",306 DAKOTA-FILADELFIA,"[305, 307, 308]",19.393699,-99.175664
291,307 - Minesota-Dakota,Nápoles,307,"{'lat': 19.393701, 'lon': -99.175834}",307 MINESOTA-DAKOTA,"[305, 306, 308]",19.393701,-99.175834
292,289 - Chicago-Yosemite,Nápoles,289,"{'lat': 19.397308, 'lon': -99.174548}",289 CHICAGO-YOSEMITE,"[284, 290, 304]",19.397308,-99.174548
293,290 - Yosemite-Colorado,Nápoles,290,"{'lat': 19.396333, 'lon': -99.172667}",290 YOSEMITE-COLORADO,"[284, 289, 303]",19.396333,-99.172667
294,314 - Nuerva York-Louisiana,Nápoles,314,"{'lat': 19.391647, 'lon': -99.177331}",314 NUERVA YORK-LOUISIANA,"[307, 313, 327]",19.391647,-99.177331
295,315 - Alabama-Montana,Nápoles,315,"{'lat': 19.391472, 'lon': -99.1736}",315 ALABAMA-MONTANA,"[301, 302, 316]",19.391472,-99.1736
296,327 - Georgia -Pennsylvania,Nápoles,327,"{'lat': 19.38885, 'lon': -99.17772}",327 GEORGIA -PENNSYLVANIA,"[313, 314, 326]",19.38885,-99.17772
297,320 - Enrique Rébsamen-Luz Saviñon,Narvarte Poniente,320,"{'lat': 19.391323, 'lon': -99.15936}",320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,"[296, 297, 319]",19.391323,-99.15936
298,294 - Nicolás San Juan-Eje 4 Sur Xola,Narvarte Poniente,294,"{'lat': 19.396513, 'lon': -99.160924}",294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,"[282, 295, 298]",19.396513,-99.160924
299,295 - Anaxágoras-Eje 4 Sur Xola,Narvarte Poniente,295,"{'lat': 19.396328, 'lon': -99.156871}",295 ANAXÁGORAS-EJE 4 SUR XOLA,"[281, 296, 297]",19.396328,-99.156871
300,296 - Diagonal San Antonio-Enrique Rébsamen,Narvarte Poniente,296,"{'lat': 19.394283, 'lon': -99.158756}",296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,"[295, 297, 320]",19.394283,-99.158756
301,297 - Diagonal San Antonio-Enrique Rébsamen,Narvarte Poniente,297,"{'lat': 19.394412, 'lon': -99.158907}",297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,"[295, 296, 320]",19.394412,-99.158907
302,280 - Anaxágoras-Obrero Mundial,Narvarte Poniente,280,"{'lat': 19.4015, 'lon': -99.156406}",280 ANAXÁGORAS-OBRERO MUNDIAL,"[276, 277, 281]",19.4015,-99.156406
303,281 - Pitágoras-La Morena,Narvarte Poniente,281,"{'lat': 19.398532, 'lon': -99.157308}",281 PITÁGORAS-LA MORENA,"[276, 280, 295]",19.398532,-99.157308
304,276 - Anaxágoras-Obrero Mundial,Narvarte Poniente,276,"{'lat': 19.401986, 'lon': -99.156366}",276 ANAXÁGORAS-OBRERO MUNDIAL,"[277, 280, 281]",19.401986,-99.156366
305,339 - Enrique Rébsamen-Avenida Eugenia,Narvarte Poniente,339,"{'lat': 19.386032, 'lon': -99.160548}",339 ENRIQUE RÉBSAMEN-AVENIDA EUGENIA,"[322, 340, 343]",19.386032,-99.160548
306,340 - Anaxágoras-Avenida Eugenia,Narvarte Poniente,340,"{'lat': 19.385571, 'lon': -99.158188}",340 ANAXÁGORAS-AVENIDA EUGENIA,"[339, 341, 343]",19.385571,-99.158188
307,341 - San Borja-Avenida Cuauhtemoc,Narvarte Poniente,341,"{'lat': 19.382851, 'lon': -99.158204}",341 SAN BORJA-AVENIDA CUAUHTEMOC,"[340, 343, 364]",19.382851,-99.158204
308,342 - Anaxágoras-Angel Urraza Eje 6 Sur,Narvarte Poniente,342,"{'lat': 19.381076, 'lon': -99.159455}",342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,"[341, 344, 359]",19.381076,-99.159455
309,367 - Boston -Augusto Rodín,Noche Buena,367,"{'lat': 19.37946, 'lon': -99.181632}",367 BOSTON -AUGUSTO RODÍN,"[362, 363, 366]",19.37946,-99.181632
310,354 - Boston-Av. Insurgentes,Noche Buena,354,"{'lat': 19.381665, 'lon': -99.176685}",354 BOSTON-AV. INSURGENTES,"[353, 361, 369]",19.381665,-99.176685
311,451 CAMPOS ELÍSEOS-GOLDSMITH,Polanco,451,"{'lat': 19.42902, 'lon': -99.201322}",451 CAMPOS ELÍSEOS-GOLDSMITH,[451],19.42902,-99.201322
312,233 - Julio Verne-Luis G. Urbina,Polanco,233,"{'lat': 19.429314, 'lon': -99.196965}",233 JULIO VERNE-LUIS G. URBINA ,"[222, 230, 231]",19.429314,-99.196965
313,239 - Rincon del Bosque-Ruben Dario,Polanco,239,"{'lat': 19.430153, 'lon': -99.181355}",239 RINCON DEL BOSQUE-RUBEN DARÍO ,"[226, 247, 250]",19.430153,-99.181355
314,204- Ejercito Nacional-F.C. de Cuernavaca,Polanco,240,"{'lat': 19.43855, 'lon': -99.2063}",240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,"[198, 241]",19.43855,-99.2063
315,241 - Ejercito Nacional-Juan Vazquez de la Mella,Polanco,241,"{'lat': 19.43862, 'lon': -99.20758}",241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,"[198, 240]",19.43862,-99.20758
316,235 - Campos Eliseos-Moliere,Polanco,235,"{'lat': 19.42933, 'lon': -99.20218}",235 CAMPOS ELISEOS-MOLIERE ,"[229, 230, 236]",19.42933,-99.20218
317,236 - Campos Eliseos-Moliere,Polanco,236,"{'lat': 19.42944, 'lon': -99.20243}",236 CAMPOS ELISEOS-MOLIERE ,"[229, 230, 235]",19.42944,-99.20243
318,196 - Lago Tanganica- Av. Ejército Nacional,Polanco,196,"{'lat': 19.438349, 'lon': -99.192904}",196 LAGO TANGANICA-AV. EJERCITO NACIONAL,"[204, 244, 245]",19.438349,-99.192904
319,228 - Campos Elíseos-Jean de La fontaine,Polanco,228,"{'lat': 19.427705, 'lon': -99.19912}",228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,"[230, 233, 235]",19.427705,-99.19912
320,229 - Dickens-Seneca,Polanco,229,"{'lat': 19.430515, 'lon': -99.203331}",229 DICKENS-SENECA,"[221, 235, 236]",19.430515,-99.203331
321,230 - Edgar Alan Poe-Dickens,Polanco,230,"{'lat': 19.430098, 'lon': -99.200074}",230 EDGAR ALAN POE-DICKENS,"[221, 235, 236]",19.430098,-99.200074
322,231 - Newton-Aristoteles,Polanco,231,"{'lat': 19.42977, 'lon': -99.19349}",231 NEWTON-ARISTOTELES ,"[222, 223, 234]",19.42977,-99.19349
323,198 - Sócrates-Ejercito Nacional,Polanco,198,"{'lat': 19.438168, 'lon': -99.203888}",198 SÓCRATES-EJERCITO NACIONAL ,"[240, 241]",19.438168,-99.203888
324,199 - Anatole France-Av. Ejército Nacional,Polanco,199,"{'lat': 19.437934, 'lon': -99.197241}",199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,"[196, 202, 203]",19.437934,-99.197241
325,200 - Emerson-Av. Ejército Nacional,Polanco,200,"{'lat': 19.437596, 'lon': -99.188785}",200 EMERSON-AV. EJERCITO NACIONAL,"[201, 204, 245]",19.437596,-99.188785
326,201 - Lope de Vega-Ejército Nacional,Polanco,201,"{'lat': 19.437431, 'lon': -99.187215}",201 LOPE DE VEGA-EJERCITO NACIONAL ,"[200, 205, 245]",19.437431,-99.187215
327,202 - Calderón de la Barca-Av. Homero,Polanco,202,"{'lat': 19.43617, 'lon': -99.198943}",202 CALDERON DE LA BARCA-AV. HOMERO,"[199, 206, 215]",19.43617,-99.198943
328,203 - Tennyson-Av. Homero,Polanco,203,"{'lat': 19.435985, 'lon': -99.194832}",203 TENNYSON-AV. HOMERO,"[196, 204, 210]",19.435985,-99.194832
329,205 - Taine-Homero,Polanco,205,"{'lat': 19.435525, 'lon': -99.184713}",205 TAINE-HOMERO,"[201, 207, 217]",19.435525,-99.184713
330,206 - Moliere-Homero,Polanco,206,"{'lat': 19.435798, 'lon': -99.201419}",206 MOLIERE-HOMERO ,"[202, 214, 215]",19.435798,-99.201419
331,207 - Tasso-Homero,Polanco,207,"{'lat': 19.434861, 'lon': -99.183322}",207 TASSO-HOMERO ,"[205, 217, 226]",19.434861,-99.183322
332,208 - Hesiodo-Lamartine,Polanco,208,"{'lat': 19.434182, 'lon': -99.189835}",208 HESIODO-LAMARTINE ,"[211, 212, 218]",19.434182,-99.189835
333,209 - Solón-Horacio,Polanco,209,"{'lat': 19.435478, 'lon': -99.206359}",209 SOLON-HORACIO ,"[213, 214, 219]",19.435478,-99.206359
334,210 Eugenio Sue-Horacio,Polanco,210,"{'lat': 19.434076, 'lon': -99.194091}",210 EUGENIO SUE-HORACIO ,"[203, 204, 216]",19.434076,-99.194091
335,211 - Newton-Horacio,Polanco,211,"{'lat': 19.433607, 'lon': -99.188528}",211 NEWTON-HORACIO,"[208, 212, 218]",19.433607,-99.188528
336,212 - Hegel-Horacio,Polanco,212,"{'lat': 19.433567, 'lon': -99.188096}",212 HEGEL-HORACIO ,"[211, 218, 224]",19.433567,-99.188096
337,213 - Horacio-FC Cuernavaca,Polanco,213,"{'lat': 19.435197, 'lon': -99.206967}",213 HORACIO-FC CUERNAVACA,"[209, 214, 219]",19.435197,-99.206967
338,214 - Platón-Horacio,Polanco,214,"{'lat': 19.434353, 'lon': -99.20322}",214 PLATÓN-HORACIO,"[206, 209, 215]",19.434353,-99.20322
